"Node...1.","Node...2.","Wt"
"4_Cell_embryo_3_Cell_1","8_Cell_embryo_2_Cell_8",16
"4_Cell_embryo_3_Cell_1","8_Cell_embryo_3_Cell_1",18
"4_Cell_embryo_3_Cell_1","8_Cell_embryo_3_Cell_5",16
"4_Cell_embryo_3_Cell_1","8_Cell_embryo_3_Cell_6",6
"4_Cell_embryo_3_Cell_1","Morulae_1_Cell_2",2
"4_Cell_embryo_3_Cell_1","Morulae_1_Cell_4",4
"4_Cell_embryo_3_Cell_1","Morulae_1_Cell_5",3
"4_Cell_embryo_3_Cell_1","Morulae_1_Cell_6",4
"4_Cell_embryo_3_Cell_1","Morulae_2_Cell_3",2
"4_Cell_embryo_3_Cell_1","Morulae_2_Cell_4",1
"4_Cell_embryo_3_Cell_1","Morulae_2_Cell_6",3
"4_Cell_embryo_3_Cell_1","Morulae_2_Cell_7",2
"4_Cell_embryo_3_Cell_1","Morulae_2_Cell_8",4
"4_Cell_embryo_3_Cell_1","Late_blastoCyst_2_Cell_2",6
"4_Cell_embryo_3_Cell_1","Late_blastoCyst_1_Cell_1",4
"4_Cell_embryo_3_Cell_1","Late_blastoCyst_1_Cell_5",4
"4_Cell_embryo_3_Cell_1","Late_blastoCyst_1_Cell_6",2
"4_Cell_embryo_3_Cell_1","Late_blastoCyst_1_Cell_7",3
"4_Cell_embryo_3_Cell_1","Late_blastoCyst_2_Cell_8",2
"4_Cell_embryo_3_Cell_1","Late_blastoCyst_3_Cell_5",1
"4_Cell_embryo_3_Cell_1","Morulae_1_Cell_1",1
"4_Cell_embryo_3_Cell_1","Morulae_2_Cell_2",3
"4_Cell_embryo_3_Cell_1","4_Cell_embryo_1_Cell_3",40
"4_Cell_embryo_3_Cell_1","8_Cell_embryo_2_Cell_4",10
"4_Cell_embryo_3_Cell_1","Morulae_1_Cell_7",4
"4_Cell_embryo_3_Cell_1","Morulae_1_Cell_8",3
"4_Cell_embryo_3_Cell_1","Morulae_1_Cell_3",4
"4_Cell_embryo_3_Cell_1","Late_blastoCyst_1_Cell_3",1
"4_Cell_embryo_3_Cell_3","4_Cell_embryo_3_Cell_4",63
"4_Cell_embryo_3_Cell_3","8_Cell_embryo_1_Cell_2",51
"4_Cell_embryo_3_Cell_3","8_Cell_embryo_1_Cell_4",38
"4_Cell_embryo_3_Cell_3","4_Cell_embryo_3_Cell_2",62
"4_Cell_embryo_3_Cell_3","8_Cell_embryo_1_Cell_1",52
"4_Cell_embryo_3_Cell_3","4_Cell_embryo_1_Cell_1",40
"4_Cell_embryo_3_Cell_3","4_Cell_embryo_2_Cell_3",52
"4_Cell_embryo_3_Cell_3","4_Cell_embryo_1_Cell_2",34
"4_Cell_embryo_3_Cell_3","8_Cell_embryo_1_Cell_3",48
"4_Cell_embryo_3_Cell_3","8_Cell_embryo_2_Cell_2",25
"4_Cell_embryo_3_Cell_3","8_Cell_embryo_2_Cell_3",22
"4_Cell_embryo_3_Cell_3","8_Cell_embryo_3_Cell_2",16
"4_Cell_embryo_3_Cell_3","8_Cell_embryo_3_Cell_3",12
"4_Cell_embryo_3_Cell_3","8_Cell_embryo_3_Cell_4",18
"4_Cell_embryo_3_Cell_3","8_Cell_embryo_3_Cell_7",11
"4_Cell_embryo_3_Cell_3","8_Cell_embryo_3_Cell_8",2
"4_Cell_embryo_3_Cell_3","Morulae_2_Cell_1",4
"4_Cell_embryo_3_Cell_3","Late_blastoCyst_1_Cell_2",2
"4_Cell_embryo_3_Cell_3","Late_blastoCyst_1_Cell_4",5
"4_Cell_embryo_3_Cell_3","Late_blastoCyst_1_Cell_8",5
"4_Cell_embryo_3_Cell_3","Late_blastoCyst_1_Cell_9",3
"4_Cell_embryo_3_Cell_3","Late_blastoCyst_1_Cell_10",3
"4_Cell_embryo_3_Cell_3","Late_blastoCyst_1_Cell_11",4
"4_Cell_embryo_3_Cell_3","Late_blastoCyst_1_Cell_12",4
"4_Cell_embryo_3_Cell_3","Late_blastoCyst_2_Cell_1",3
"4_Cell_embryo_3_Cell_3","Late_blastoCyst_2_Cell_3",4
"4_Cell_embryo_3_Cell_3","Late_blastoCyst_2_Cell_4",3
"4_Cell_embryo_3_Cell_3","Late_blastoCyst_2_Cell_5",1
"4_Cell_embryo_3_Cell_3","Late_blastoCyst_2_Cell_6",3
"4_Cell_embryo_3_Cell_3","Late_blastoCyst_2_Cell_7",2
"4_Cell_embryo_3_Cell_3","Late_blastoCyst_2_Cell_9",1
"4_Cell_embryo_3_Cell_3","Late_blastoCyst_2_Cell_10",1
"4_Cell_embryo_3_Cell_3","Late_blastoCyst_3_Cell_3",1
"4_Cell_embryo_3_Cell_3","Late_blastoCyst_3_Cell_4",1
"4_Cell_embryo_3_Cell_3","Late_blastoCyst_3_Cell_8",2
"4_Cell_embryo_3_Cell_3","8_Cell_embryo_2_Cell_1",14
"4_Cell_embryo_3_Cell_3","8_Cell_embryo_2_Cell_5",12
"4_Cell_embryo_3_Cell_3","8_Cell_embryo_2_Cell_6",9
"4_Cell_embryo_3_Cell_3","8_Cell_embryo_2_Cell_7",12
"4_Cell_embryo_3_Cell_3","8_Cell_embryo_2_Cell_8",16
"4_Cell_embryo_3_Cell_3","8_Cell_embryo_3_Cell_1",19
"4_Cell_embryo_3_Cell_3","8_Cell_embryo_3_Cell_5",17
"4_Cell_embryo_3_Cell_3","8_Cell_embryo_3_Cell_6",5
"4_Cell_embryo_3_Cell_3","Morulae_1_Cell_2",2
"4_Cell_embryo_3_Cell_3","Morulae_1_Cell_4",4
"4_Cell_embryo_3_Cell_3","Morulae_1_Cell_5",3
"4_Cell_embryo_3_Cell_3","Morulae_1_Cell_6",4
"4_Cell_embryo_3_Cell_3","Morulae_2_Cell_3",2
"4_Cell_embryo_3_Cell_3","Morulae_2_Cell_4",1
"4_Cell_embryo_3_Cell_3","Morulae_2_Cell_6",3
"4_Cell_embryo_3_Cell_3","Morulae_2_Cell_7",2
"4_Cell_embryo_3_Cell_3","Morulae_2_Cell_8",4
"4_Cell_embryo_3_Cell_3","Late_blastoCyst_2_Cell_2",7
"4_Cell_embryo_3_Cell_3","Late_blastoCyst_1_Cell_1",5
"4_Cell_embryo_3_Cell_3","Late_blastoCyst_1_Cell_5",5
"4_Cell_embryo_3_Cell_3","Late_blastoCyst_1_Cell_6",3
"4_Cell_embryo_3_Cell_3","Late_blastoCyst_1_Cell_7",4
"4_Cell_embryo_3_Cell_3","Late_blastoCyst_2_Cell_8",2
"4_Cell_embryo_3_Cell_3","Late_blastoCyst_3_Cell_5",1
"4_Cell_embryo_3_Cell_3","Morulae_1_Cell_1",1
"4_Cell_embryo_3_Cell_3","Morulae_2_Cell_2",3
"4_Cell_embryo_3_Cell_3","4_Cell_embryo_1_Cell_3",37
"4_Cell_embryo_3_Cell_3","8_Cell_embryo_2_Cell_4",11
"4_Cell_embryo_3_Cell_3","Morulae_1_Cell_7",4
"4_Cell_embryo_3_Cell_3","Morulae_1_Cell_8",4
"4_Cell_embryo_3_Cell_3","Morulae_1_Cell_3",5
"4_Cell_embryo_3_Cell_3","Late_blastoCyst_1_Cell_3",1
"4_Cell_embryo_3_Cell_4","8_Cell_embryo_1_Cell_2",48
"4_Cell_embryo_3_Cell_4","8_Cell_embryo_1_Cell_4",35
"4_Cell_embryo_3_Cell_4","4_Cell_embryo_3_Cell_2",60
"4_Cell_embryo_3_Cell_4","8_Cell_embryo_1_Cell_1",49
"4_Cell_embryo_3_Cell_4","4_Cell_embryo_1_Cell_1",39
"4_Cell_embryo_3_Cell_4","4_Cell_embryo_2_Cell_3",49
"4_Cell_embryo_3_Cell_4","4_Cell_embryo_1_Cell_2",33
"4_Cell_embryo_3_Cell_4","8_Cell_embryo_1_Cell_3",46
"4_Cell_embryo_3_Cell_4","8_Cell_embryo_2_Cell_2",24
"4_Cell_embryo_3_Cell_4","8_Cell_embryo_2_Cell_3",20
"4_Cell_embryo_3_Cell_4","8_Cell_embryo_3_Cell_2",16
"4_Cell_embryo_3_Cell_4","8_Cell_embryo_3_Cell_3",12
"4_Cell_embryo_3_Cell_4","8_Cell_embryo_3_Cell_4",16
"4_Cell_embryo_3_Cell_4","8_Cell_embryo_3_Cell_7",11
"4_Cell_embryo_3_Cell_4","8_Cell_embryo_3_Cell_8",2
"4_Cell_embryo_3_Cell_4","Morulae_2_Cell_1",4
"4_Cell_embryo_3_Cell_4","Late_blastoCyst_1_Cell_2",2
"4_Cell_embryo_3_Cell_4","Late_blastoCyst_1_Cell_4",4
"4_Cell_embryo_3_Cell_4","Late_blastoCyst_1_Cell_8",4
"4_Cell_embryo_3_Cell_4","Late_blastoCyst_1_Cell_9",2
"4_Cell_embryo_3_Cell_4","Late_blastoCyst_1_Cell_10",2
"4_Cell_embryo_3_Cell_4","Late_blastoCyst_1_Cell_11",3
"4_Cell_embryo_3_Cell_4","Late_blastoCyst_1_Cell_12",3
"4_Cell_embryo_3_Cell_4","Late_blastoCyst_2_Cell_1",2
"4_Cell_embryo_3_Cell_4","Late_blastoCyst_2_Cell_3",3
"4_Cell_embryo_3_Cell_4","Late_blastoCyst_2_Cell_4",3
"4_Cell_embryo_3_Cell_4","Late_blastoCyst_2_Cell_5",1
"4_Cell_embryo_3_Cell_4","Late_blastoCyst_2_Cell_6",3
"4_Cell_embryo_3_Cell_4","Late_blastoCyst_2_Cell_7",2
"4_Cell_embryo_3_Cell_4","Late_blastoCyst_2_Cell_9",1
"4_Cell_embryo_3_Cell_4","Late_blastoCyst_2_Cell_10",1
"4_Cell_embryo_3_Cell_4","Late_blastoCyst_3_Cell_3",1
"4_Cell_embryo_3_Cell_4","Late_blastoCyst_3_Cell_4",1
"4_Cell_embryo_3_Cell_4","Late_blastoCyst_3_Cell_8",2
"4_Cell_embryo_3_Cell_4","8_Cell_embryo_2_Cell_1",13
"4_Cell_embryo_3_Cell_4","8_Cell_embryo_2_Cell_5",11
"4_Cell_embryo_3_Cell_4","8_Cell_embryo_2_Cell_6",8
"4_Cell_embryo_3_Cell_4","8_Cell_embryo_2_Cell_7",11
"4_Cell_embryo_3_Cell_4","8_Cell_embryo_2_Cell_8",16
"4_Cell_embryo_3_Cell_4","8_Cell_embryo_3_Cell_1",19
"4_Cell_embryo_3_Cell_4","8_Cell_embryo_3_Cell_5",16
"4_Cell_embryo_3_Cell_4","8_Cell_embryo_3_Cell_6",5
"4_Cell_embryo_3_Cell_4","Morulae_1_Cell_2",2
"4_Cell_embryo_3_Cell_4","Morulae_1_Cell_4",4
"4_Cell_embryo_3_Cell_4","Morulae_1_Cell_5",3
"4_Cell_embryo_3_Cell_4","Morulae_1_Cell_6",4
"4_Cell_embryo_3_Cell_4","Morulae_2_Cell_3",2
"4_Cell_embryo_3_Cell_4","Morulae_2_Cell_4",1
"4_Cell_embryo_3_Cell_4","Morulae_2_Cell_6",3
"4_Cell_embryo_3_Cell_4","Morulae_2_Cell_7",2
"4_Cell_embryo_3_Cell_4","Morulae_2_Cell_8",4
"4_Cell_embryo_3_Cell_4","Late_blastoCyst_2_Cell_2",6
"4_Cell_embryo_3_Cell_4","Late_blastoCyst_1_Cell_1",4
"4_Cell_embryo_3_Cell_4","Late_blastoCyst_1_Cell_5",4
"4_Cell_embryo_3_Cell_4","Late_blastoCyst_1_Cell_6",2
"4_Cell_embryo_3_Cell_4","Late_blastoCyst_1_Cell_7",3
"4_Cell_embryo_3_Cell_4","Late_blastoCyst_2_Cell_8",2
"4_Cell_embryo_3_Cell_4","Late_blastoCyst_3_Cell_5",1
"4_Cell_embryo_3_Cell_4","Morulae_1_Cell_1",1
"4_Cell_embryo_3_Cell_4","Morulae_2_Cell_2",3
"4_Cell_embryo_3_Cell_4","4_Cell_embryo_1_Cell_3",35
"4_Cell_embryo_3_Cell_4","8_Cell_embryo_2_Cell_4",10
"4_Cell_embryo_3_Cell_4","Morulae_1_Cell_7",4
"4_Cell_embryo_3_Cell_4","Morulae_1_Cell_8",4
"4_Cell_embryo_3_Cell_4","Morulae_1_Cell_3",5
"4_Cell_embryo_3_Cell_4","Late_blastoCyst_1_Cell_3",1
"8_Cell_embryo_1_Cell_2","8_Cell_embryo_1_Cell_4",33
"8_Cell_embryo_1_Cell_2","4_Cell_embryo_3_Cell_2",48
"8_Cell_embryo_1_Cell_2","8_Cell_embryo_1_Cell_1",40
"8_Cell_embryo_1_Cell_2","4_Cell_embryo_1_Cell_1",31
"8_Cell_embryo_1_Cell_2","4_Cell_embryo_2_Cell_3",41
"8_Cell_embryo_1_Cell_2","4_Cell_embryo_1_Cell_2",25
"8_Cell_embryo_1_Cell_2","8_Cell_embryo_1_Cell_3",39
"8_Cell_embryo_1_Cell_2","8_Cell_embryo_2_Cell_2",21
"8_Cell_embryo_1_Cell_2","8_Cell_embryo_2_Cell_3",22
"8_Cell_embryo_1_Cell_2","8_Cell_embryo_3_Cell_2",14
"8_Cell_embryo_1_Cell_2","8_Cell_embryo_3_Cell_3",12
"8_Cell_embryo_1_Cell_2","8_Cell_embryo_3_Cell_4",16
"8_Cell_embryo_1_Cell_2","8_Cell_embryo_3_Cell_7",9
"8_Cell_embryo_1_Cell_2","8_Cell_embryo_3_Cell_8",2
"8_Cell_embryo_1_Cell_2","Morulae_2_Cell_1",4
"8_Cell_embryo_1_Cell_2","Late_blastoCyst_1_Cell_2",2
"8_Cell_embryo_1_Cell_2","Late_blastoCyst_1_Cell_4",4
"8_Cell_embryo_1_Cell_2","Late_blastoCyst_1_Cell_8",4
"8_Cell_embryo_1_Cell_2","Late_blastoCyst_1_Cell_9",3
"8_Cell_embryo_1_Cell_2","Late_blastoCyst_1_Cell_10",2
"8_Cell_embryo_1_Cell_2","Late_blastoCyst_1_Cell_11",3
"8_Cell_embryo_1_Cell_2","Late_blastoCyst_1_Cell_12",3
"8_Cell_embryo_1_Cell_2","Late_blastoCyst_2_Cell_1",2
"8_Cell_embryo_1_Cell_2","Late_blastoCyst_2_Cell_3",3
"8_Cell_embryo_1_Cell_2","Late_blastoCyst_2_Cell_4",2
"8_Cell_embryo_1_Cell_2","Late_blastoCyst_2_Cell_5",1
"8_Cell_embryo_1_Cell_2","Late_blastoCyst_2_Cell_6",2
"8_Cell_embryo_1_Cell_2","Late_blastoCyst_3_Cell_8",1
"8_Cell_embryo_1_Cell_2","8_Cell_embryo_2_Cell_1",13
"8_Cell_embryo_1_Cell_2","8_Cell_embryo_2_Cell_5",10
"8_Cell_embryo_1_Cell_2","8_Cell_embryo_2_Cell_6",8
"8_Cell_embryo_1_Cell_2","8_Cell_embryo_2_Cell_7",12
"8_Cell_embryo_1_Cell_2","8_Cell_embryo_2_Cell_8",14
"8_Cell_embryo_1_Cell_2","8_Cell_embryo_3_Cell_1",17
"8_Cell_embryo_1_Cell_2","8_Cell_embryo_3_Cell_5",14
"8_Cell_embryo_1_Cell_2","8_Cell_embryo_3_Cell_6",6
"8_Cell_embryo_1_Cell_2","Morulae_1_Cell_2",4
"8_Cell_embryo_1_Cell_2","Morulae_1_Cell_4",5
"8_Cell_embryo_1_Cell_2","Morulae_1_Cell_5",5
"8_Cell_embryo_1_Cell_2","Morulae_1_Cell_6",5
"8_Cell_embryo_1_Cell_2","Morulae_2_Cell_3",2
"8_Cell_embryo_1_Cell_2","Morulae_2_Cell_4",2
"8_Cell_embryo_1_Cell_2","Morulae_2_Cell_6",2
"8_Cell_embryo_1_Cell_2","Morulae_2_Cell_7",2
"8_Cell_embryo_1_Cell_2","Morulae_2_Cell_8",2
"8_Cell_embryo_1_Cell_2","Late_blastoCyst_2_Cell_2",4
"8_Cell_embryo_1_Cell_2","Late_blastoCyst_1_Cell_1",3
"8_Cell_embryo_1_Cell_2","Late_blastoCyst_1_Cell_5",4
"8_Cell_embryo_1_Cell_2","Late_blastoCyst_1_Cell_6",2
"8_Cell_embryo_1_Cell_2","Late_blastoCyst_1_Cell_7",3
"8_Cell_embryo_1_Cell_2","Morulae_1_Cell_1",3
"8_Cell_embryo_1_Cell_2","Morulae_2_Cell_2",3
"8_Cell_embryo_1_Cell_2","Morulae_2_Cell_5",1
"8_Cell_embryo_1_Cell_2","4_Cell_embryo_1_Cell_3",28
"8_Cell_embryo_1_Cell_2","8_Cell_embryo_2_Cell_4",10
"8_Cell_embryo_1_Cell_2","Morulae_1_Cell_7",3
"8_Cell_embryo_1_Cell_2","Morulae_1_Cell_8",2
"8_Cell_embryo_1_Cell_2","Morulae_1_Cell_3",4
"8_Cell_embryo_1_Cell_2","Late_blastoCyst_1_Cell_3",1
"8_Cell_embryo_1_Cell_4","4_Cell_embryo_3_Cell_2",35
"8_Cell_embryo_1_Cell_4","8_Cell_embryo_1_Cell_1",30
"8_Cell_embryo_1_Cell_4","4_Cell_embryo_1_Cell_1",24
"8_Cell_embryo_1_Cell_4","4_Cell_embryo_2_Cell_3",29
"8_Cell_embryo_1_Cell_4","4_Cell_embryo_1_Cell_2",22
"8_Cell_embryo_1_Cell_4","8_Cell_embryo_1_Cell_3",34
"8_Cell_embryo_1_Cell_4","8_Cell_embryo_2_Cell_2",23
"8_Cell_embryo_1_Cell_4","8_Cell_embryo_2_Cell_3",23
"8_Cell_embryo_1_Cell_4","8_Cell_embryo_3_Cell_2",18
"8_Cell_embryo_1_Cell_4","8_Cell_embryo_3_Cell_3",16
"8_Cell_embryo_1_Cell_4","8_Cell_embryo_3_Cell_4",21
"8_Cell_embryo_1_Cell_4","8_Cell_embryo_3_Cell_7",13
"8_Cell_embryo_1_Cell_4","8_Cell_embryo_3_Cell_8",5
"8_Cell_embryo_1_Cell_4","Morulae_2_Cell_1",5
"8_Cell_embryo_1_Cell_4","Late_blastoCyst_1_Cell_2",2
"8_Cell_embryo_1_Cell_4","Late_blastoCyst_1_Cell_4",3
"8_Cell_embryo_1_Cell_4","Late_blastoCyst_1_Cell_8",3
"8_Cell_embryo_1_Cell_4","Late_blastoCyst_1_Cell_9",2
"8_Cell_embryo_1_Cell_4","Late_blastoCyst_1_Cell_10",1
"8_Cell_embryo_1_Cell_4","Late_blastoCyst_1_Cell_11",2
"8_Cell_embryo_1_Cell_4","Late_blastoCyst_1_Cell_12",2
"8_Cell_embryo_1_Cell_4","Late_blastoCyst_2_Cell_1",2
"8_Cell_embryo_1_Cell_4","Late_blastoCyst_2_Cell_3",2
"8_Cell_embryo_1_Cell_4","Late_blastoCyst_2_Cell_4",1
"8_Cell_embryo_1_Cell_4","Late_blastoCyst_2_Cell_6",1
"8_Cell_embryo_1_Cell_4","Late_blastoCyst_2_Cell_7",1
"8_Cell_embryo_1_Cell_4","Late_blastoCyst_3_Cell_8",1
"8_Cell_embryo_1_Cell_4","8_Cell_embryo_2_Cell_1",12
"8_Cell_embryo_1_Cell_4","8_Cell_embryo_2_Cell_5",9
"8_Cell_embryo_1_Cell_4","8_Cell_embryo_2_Cell_6",8
"8_Cell_embryo_1_Cell_4","8_Cell_embryo_2_Cell_7",11
"8_Cell_embryo_1_Cell_4","8_Cell_embryo_2_Cell_8",16
"8_Cell_embryo_1_Cell_4","8_Cell_embryo_3_Cell_1",21
"8_Cell_embryo_1_Cell_4","8_Cell_embryo_3_Cell_5",18
"8_Cell_embryo_1_Cell_4","8_Cell_embryo_3_Cell_6",9
"8_Cell_embryo_1_Cell_4","Morulae_1_Cell_2",4
"8_Cell_embryo_1_Cell_4","Morulae_1_Cell_4",5
"8_Cell_embryo_1_Cell_4","Morulae_1_Cell_5",4
"8_Cell_embryo_1_Cell_4","Morulae_1_Cell_6",4
"8_Cell_embryo_1_Cell_4","Morulae_2_Cell_3",2
"8_Cell_embryo_1_Cell_4","Morulae_2_Cell_4",1
"8_Cell_embryo_1_Cell_4","Morulae_2_Cell_6",2
"8_Cell_embryo_1_Cell_4","Morulae_2_Cell_7",2
"8_Cell_embryo_1_Cell_4","Morulae_2_Cell_8",1
"8_Cell_embryo_1_Cell_4","Late_blastoCyst_2_Cell_2",2
"8_Cell_embryo_1_Cell_4","Late_blastoCyst_1_Cell_1",3
"8_Cell_embryo_1_Cell_4","Late_blastoCyst_1_Cell_5",2
"8_Cell_embryo_1_Cell_4","Late_blastoCyst_1_Cell_6",2
"8_Cell_embryo_1_Cell_4","Late_blastoCyst_1_Cell_7",2
"8_Cell_embryo_1_Cell_4","Morulae_1_Cell_1",3
"8_Cell_embryo_1_Cell_4","Morulae_2_Cell_2",2
"8_Cell_embryo_1_Cell_4","Morulae_2_Cell_5",1
"8_Cell_embryo_1_Cell_4","4_Cell_embryo_1_Cell_3",24
"8_Cell_embryo_1_Cell_4","8_Cell_embryo_2_Cell_4",10
"8_Cell_embryo_1_Cell_4","Morulae_1_Cell_7",4
"8_Cell_embryo_1_Cell_4","Morulae_1_Cell_8",4
"8_Cell_embryo_1_Cell_4","Morulae_1_Cell_3",4
"8_Cell_embryo_1_Cell_4","Late_blastoCyst_1_Cell_3",1
"4_Cell_embryo_3_Cell_2","8_Cell_embryo_1_Cell_1",49
"4_Cell_embryo_3_Cell_2","4_Cell_embryo_1_Cell_1",40
"4_Cell_embryo_3_Cell_2","4_Cell_embryo_2_Cell_3",51
"4_Cell_embryo_3_Cell_2","4_Cell_embryo_1_Cell_2",34
"4_Cell_embryo_3_Cell_2","8_Cell_embryo_1_Cell_3",45
"4_Cell_embryo_3_Cell_2","8_Cell_embryo_2_Cell_2",25
"4_Cell_embryo_3_Cell_2","8_Cell_embryo_2_Cell_3",21
"4_Cell_embryo_3_Cell_2","8_Cell_embryo_3_Cell_2",16
"4_Cell_embryo_3_Cell_2","8_Cell_embryo_3_Cell_3",12
"4_Cell_embryo_3_Cell_2","8_Cell_embryo_3_Cell_4",16
"4_Cell_embryo_3_Cell_2","8_Cell_embryo_3_Cell_7",10
"4_Cell_embryo_3_Cell_2","8_Cell_embryo_3_Cell_8",2
"4_Cell_embryo_3_Cell_2","Morulae_2_Cell_1",4
"4_Cell_embryo_3_Cell_2","Late_blastoCyst_1_Cell_2",2
"4_Cell_embryo_3_Cell_2","Late_blastoCyst_1_Cell_4",4
"4_Cell_embryo_3_Cell_2","Late_blastoCyst_1_Cell_8",4
"4_Cell_embryo_3_Cell_2","Late_blastoCyst_1_Cell_9",2
"4_Cell_embryo_3_Cell_2","Late_blastoCyst_1_Cell_10",2
"4_Cell_embryo_3_Cell_2","Late_blastoCyst_1_Cell_11",3
"4_Cell_embryo_3_Cell_2","Late_blastoCyst_1_Cell_12",3
"4_Cell_embryo_3_Cell_2","Late_blastoCyst_2_Cell_1",2
"4_Cell_embryo_3_Cell_2","Late_blastoCyst_2_Cell_3",3
"4_Cell_embryo_3_Cell_2","Late_blastoCyst_2_Cell_4",3
"4_Cell_embryo_3_Cell_2","Late_blastoCyst_2_Cell_5",1
"4_Cell_embryo_3_Cell_2","Late_blastoCyst_2_Cell_6",3
"4_Cell_embryo_3_Cell_2","Late_blastoCyst_2_Cell_7",2
"4_Cell_embryo_3_Cell_2","Late_blastoCyst_2_Cell_9",1
"4_Cell_embryo_3_Cell_2","Late_blastoCyst_2_Cell_10",1
"4_Cell_embryo_3_Cell_2","Late_blastoCyst_3_Cell_3",1
"4_Cell_embryo_3_Cell_2","Late_blastoCyst_3_Cell_4",1
"4_Cell_embryo_3_Cell_2","Late_blastoCyst_3_Cell_8",2
"4_Cell_embryo_3_Cell_2","8_Cell_embryo_2_Cell_1",14
"4_Cell_embryo_3_Cell_2","8_Cell_embryo_2_Cell_5",12
"4_Cell_embryo_3_Cell_2","8_Cell_embryo_2_Cell_6",9
"4_Cell_embryo_3_Cell_2","8_Cell_embryo_2_Cell_7",12
"4_Cell_embryo_3_Cell_2","8_Cell_embryo_2_Cell_8",16
"4_Cell_embryo_3_Cell_2","8_Cell_embryo_3_Cell_1",19
"4_Cell_embryo_3_Cell_2","8_Cell_embryo_3_Cell_5",16
"4_Cell_embryo_3_Cell_2","8_Cell_embryo_3_Cell_6",5
"4_Cell_embryo_3_Cell_2","Morulae_1_Cell_2",2
"4_Cell_embryo_3_Cell_2","Morulae_1_Cell_4",4
"4_Cell_embryo_3_Cell_2","Morulae_1_Cell_5",3
"4_Cell_embryo_3_Cell_2","Morulae_1_Cell_6",4
"4_Cell_embryo_3_Cell_2","Morulae_2_Cell_3",2
"4_Cell_embryo_3_Cell_2","Morulae_2_Cell_4",1
"4_Cell_embryo_3_Cell_2","Morulae_2_Cell_6",3
"4_Cell_embryo_3_Cell_2","Morulae_2_Cell_7",2
"4_Cell_embryo_3_Cell_2","Morulae_2_Cell_8",4
"4_Cell_embryo_3_Cell_2","Late_blastoCyst_2_Cell_2",6
"4_Cell_embryo_3_Cell_2","Late_blastoCyst_1_Cell_1",4
"4_Cell_embryo_3_Cell_2","Late_blastoCyst_1_Cell_5",4
"4_Cell_embryo_3_Cell_2","Late_blastoCyst_1_Cell_6",2
"4_Cell_embryo_3_Cell_2","Late_blastoCyst_1_Cell_7",3
"4_Cell_embryo_3_Cell_2","Late_blastoCyst_2_Cell_8",2
"4_Cell_embryo_3_Cell_2","Late_blastoCyst_3_Cell_5",1
"4_Cell_embryo_3_Cell_2","Morulae_1_Cell_1",1
"4_Cell_embryo_3_Cell_2","Morulae_2_Cell_2",3
"4_Cell_embryo_3_Cell_2","4_Cell_embryo_1_Cell_3",38
"4_Cell_embryo_3_Cell_2","8_Cell_embryo_2_Cell_4",11
"4_Cell_embryo_3_Cell_2","Morulae_1_Cell_7",4
"4_Cell_embryo_3_Cell_2","Morulae_1_Cell_8",3
"4_Cell_embryo_3_Cell_2","Morulae_1_Cell_3",4
"4_Cell_embryo_3_Cell_2","Late_blastoCyst_1_Cell_3",1
"8_Cell_embryo_1_Cell_1","4_Cell_embryo_1_Cell_1",32
"8_Cell_embryo_1_Cell_1","4_Cell_embryo_2_Cell_3",43
"8_Cell_embryo_1_Cell_1","4_Cell_embryo_1_Cell_2",27
"8_Cell_embryo_1_Cell_1","8_Cell_embryo_1_Cell_3",42
"8_Cell_embryo_1_Cell_1","8_Cell_embryo_2_Cell_2",19
"8_Cell_embryo_1_Cell_1","8_Cell_embryo_2_Cell_3",18
"8_Cell_embryo_1_Cell_1","8_Cell_embryo_3_Cell_2",14
"8_Cell_embryo_1_Cell_1","8_Cell_embryo_3_Cell_3",9
"8_Cell_embryo_1_Cell_1","8_Cell_embryo_3_Cell_4",15
"8_Cell_embryo_1_Cell_1","8_Cell_embryo_3_Cell_7",9
"8_Cell_embryo_1_Cell_1","8_Cell_embryo_3_Cell_8",3
"8_Cell_embryo_1_Cell_1","Morulae_2_Cell_1",5
"8_Cell_embryo_1_Cell_1","Late_blastoCyst_1_Cell_2",2
"8_Cell_embryo_1_Cell_1","Late_blastoCyst_1_Cell_4",4
"8_Cell_embryo_1_Cell_1","Late_blastoCyst_1_Cell_8",4
"8_Cell_embryo_1_Cell_1","Late_blastoCyst_1_Cell_9",2
"8_Cell_embryo_1_Cell_1","Late_blastoCyst_1_Cell_10",2
"8_Cell_embryo_1_Cell_1","Late_blastoCyst_1_Cell_11",3
"8_Cell_embryo_1_Cell_1","Late_blastoCyst_1_Cell_12",3
"8_Cell_embryo_1_Cell_1","Late_blastoCyst_2_Cell_1",3
"8_Cell_embryo_1_Cell_1","Late_blastoCyst_2_Cell_3",3
"8_Cell_embryo_1_Cell_1","Late_blastoCyst_2_Cell_4",2
"8_Cell_embryo_1_Cell_1","Late_blastoCyst_2_Cell_6",2
"8_Cell_embryo_1_Cell_1","Late_blastoCyst_2_Cell_7",2
"8_Cell_embryo_1_Cell_1","Late_blastoCyst_2_Cell_9",1
"8_Cell_embryo_1_Cell_1","Late_blastoCyst_2_Cell_10",1
"8_Cell_embryo_1_Cell_1","Late_blastoCyst_3_Cell_3",1
"8_Cell_embryo_1_Cell_1","Late_blastoCyst_3_Cell_4",1
"8_Cell_embryo_1_Cell_1","Late_blastoCyst_3_Cell_8",2
